epoch_loss,train_acc,test_acc,epoch_time,avg_cpu_usage,avg_gpu_usage,avg_gpu_mem
2.2983179926872253,15.12,10.2,21.905184984207153,16.9,89.0,3360.0
2.379563903808594,16.78,21.0,6.178141355514526,16.9,73.5,6074.0
2.059902238845825,22.98,19.6,6.173943042755127,17.3,84.0,6817.0
1.9482862174510955,25.2,28.3,6.17286491394043,16.3,99.0,6811.0
1.9069119036197661,25.94,30.5,6.139617919921875,16.05,65.0,6814.0
1.8388702392578125,30.6,31.7,6.16094183921814,16.549999999999997,80.5,6819.0
1.7659780979156494,33.28,35.3,6.112480163574219,16.4,98.0,6819.0
1.704388427734375,36.52,41.8,6.169304132461548,16.15,100.0,6819.0
1.6674701154232026,36.96,39.1,6.199378967285156,18.5,62.0,6819.0
1.6380328714847565,38.46,41.3,6.242472410202026,18.3,70.5,6819.0
1.594991636276245,40.32,40.6,6.240046739578247,18.799999999999997,98.5,6819.0
1.566106027364731,41.04,38.7,6.1928770542144775,17.65,49.0,6819.0
1.5183262526988983,43.62,43.8,6.149441480636597,17.25,56.5,6819.0
1.4541929185390472,45.66,41.1,6.141617298126221,16.55,98.0,6819.0
1.4543545961380004,45.12,42.4,6.158431768417358,16.0,69.0,6819.0
1.4274218559265137,47.16,48.4,6.217544078826904,16.55,73.0,6819.0
1.3902753472328186,48.58,47.6,6.186834335327148,15.350000000000001,62.0,6819.0
1.4101674914360047,48.5,49.4,6.136481523513794,15.799999999999999,98.5,6819.0
1.3315628826618195,50.34,49.0,6.188380718231201,16.1,96.0,6819.0
1.3145850777626038,51.4,48.2,6.1299147605896,16.75,95.5,6819.0
1.3124023497104644,51.7,51.9,6.116428852081299,15.6,63.5,6819.0
1.268394511938095,53.92,51.8,6.113126277923584,16.35,70.5,6819.0
1.2612068057060242,53.22,52.8,6.122003793716431,15.899999999999999,97.5,6819.0
1.2001869440078736,55.88,53.3,6.148207664489746,16.3,79.0,6819.0
1.1755197942256927,56.66,54.0,6.136394262313843,16.1,78.5,6819.0
1.1476394295692445,57.86,53.8,6.148344993591309,15.899999999999999,92.5,6819.0
1.1643985688686371,57.02,54.6,6.215405225753784,13.9,61.5,6819.0
1.1050465643405913,59.9,54.2,6.220804452896118,14.350000000000001,79.0,6819.0
1.0758003056049348,59.8,54.7,6.1627771854400635,14.649999999999999,98.5,6819.0
1.063485026359558,61.24,54.5,6.20198392868042,14.45,98.5,6819.0
1.0247307419776917,62.24,55.2,6.1274027824401855,15.25,61.5,6819.0
0.999733743071556,64.36,58.0,6.139764070510864,14.85,77.5,6819.0
1.0067607372999192,63.16,54.7,6.128144025802612,14.8,97.0,6819.0
0.988388055562973,64.4,57.7,6.107344150543213,15.0,87.5,6819.0
0.9446624696254731,65.7,59.3,6.140012979507446,15.399999999999999,97.0,6819.0
0.9257644385099411,66.76,59.1,6.122604131698608,14.55,50.0,6819.0
0.908216479420662,67.14,57.7,6.18164324760437,15.15,66.5,6819.0
0.885064086318016,67.5,60.3,6.141703367233276,15.05,68.0,6819.0
0.8788102596998215,68.52,61.7,6.1298675537109375,14.95,54.5,6819.0
0.8574311375617981,68.8,58.1,6.142873287200928,16.299999999999997,86.0,6819.0
0.8397825658321381,70.42,60.0,6.141479730606079,14.8,98.0,6819.0
0.8359226137399673,69.92,60.8,6.377914190292358,20.65,80.5,6819.0
0.8200876355171204,70.12,61.1,6.204460620880127,20.5,61.0,6819.0
0.8237193137407303,70.78,60.4,6.384906053543091,18.85,48.5,6819.0
